,,5,4.1,4.2,3.2,3.7,3.4,3,3.3,3.5,3.4,2.9,3.8,3.4,3.8,3.4,3.3,3,2.9,2.1,3.1,3,2.7,2.9,2.8,2.4,2.8,3.6,4.8,4.1,3.5,2.7,3.3,2.5,3.4,3.3,3.2,3.2,3.2,3,3.2,4.6,3.6,4,4.6,3.6,3.7,4,5.5,3.7
,,6,4.1,4.2,3.2,3.7,3.4,3,3.3,3.5,3.4,2.9,3.8,3.4,3.8,3.4,3.3,3,2.9,2.1,3.1,3,2.7,2.9,2.8,2.4,2.8,3.6,4.8,4.1,3.5,2.7,3.3,2.5,3.4,3.3,3.2,3.2,3.2,3,3.2,4.6,3.6,4,4.6,3.6,3.7,4,5.5,3.7
,ÇVÅ`ÇXåé,7,3.4,3.8,2.8,3.6,3.2,2.8,3,3.2,3.3,2.9,3.4,3.3,4,3.5,3.1,2.5,2.9,2.6,2.7,2.6,2.5,2.7,2.4,2.5,3.1,3.5,4.2,3.9,3.5,2.6,3,2.8,3.4,3.3,3.1,3.5,2.8,3.3,3.3,4.6,3.2,3.6,3.6,3,3.5,4.1,6.1,3.6
,,8,3.4,3.8,2.8,3.6,3.2,2.8,3,3.2,3.3,2.9,3.4,3.3,4,3.5,3.1,2.5,2.9,2.6,2.7,2.6,2.5,2.7,2.4,2.5,3.1,3.5,4.2,3.9,3.5,2.6,3,2.8,3.4,3.3,3.1,3.5,2.8,3.3,3.3,4.6,3.2,3.6,3.6,3,3.5,4.1,6.1,3.6
,,9,3.4,3.8,2.8,3.6,3.2,2.8,3,3.2,3.3,2.9,3.4,3.3,4,3.5,3.1,2.5,2.9,2.6,2.7,2.6,2.5,2.7,2.4,2.5,3.1,3.5,4.2,3.9,3.5,2.6,3,2.8,3.4,3.3,3.1,3.5,2.8,3.3,3.3,4.6,3.2,3.6,3.6,3,3.5,4.1,6.1,3.6
,10Å`12åé,10,4.3,3.9,2.6,3.5,3.1,2.4,3,3.2,2.9,2.9,3.2,3.1,3.8,3.1,3,2.6,2.6,2.1,3,2.7,2.2,2.6,2.7,2.1,2.6,3.1,4.3,3.6,3.5,2.6,2.4,2,2.7,2.9,2.9,2.7,3,2.8,3,4.2,3.2,3.2,3.2,3.3,2.6,4,4.9,3.3
,,11,4.3,3.9,2.6,3.5,3.1,2.4,3,3.2,2.9,2.9,3.2,3.1,3.8,3.1,3,2.6,2.6,2.1,3,2.7,2.2,2.6,2.7,2.1,2.6,3.1,4.3,3.6,3.5,2.6,2.4,2,2.7,2.9,2.9,2.7,3,2.8,3,4.2,3.2,3.2,3.2,3.3,2.6,4,4.9,3.3
,,12,4.3,3.9,2.6,3.5,3.1,2.4,3,3.2,2.9,2.9,3.2,3.1,3.8,3.1,3,2.6,2.6,2.1,3,2.7,2.2,2.6,2.7,2.1,2.6,3.1,4.3,3.6,3.5,2.6,2.4,2,2.7,2.9,2.9,2.7,3,2.8,3,4.2,3.2,3.2,3.2,3.3,2.6,4,4.9,3.3
2015îN,ÇPÅ`ÇRåé,1,3.8,4.7,3.2,3.9,4.2,3.1,3.3,3.5,3.2,3.2,3.4,3,3.8,3.4,3.2,2.5,2.6,1.9,3,3.2,2.2,2.6,2.2,2,2.4,3.8,4.3,3.8,3.3,2.4,3.2,2,3.3,3.2,2.5,3.3,3.1,3.4,3.3,4.2,3,3.4,3.7,3.3,3,3.4,5.5,3.5
,,2,3.8,4.7,3.2,3.9,4.2,3.1,3.3,3.5,3.2,3.2,3.4,3,3.8,3.4,3.2,2.5,2.6,1.9,3,3.2,2.2,2.6,2.2,2,2.4,3.8,4.3,3.8,3.3,2.4,3.2,2,3.3,3.2,2.5,3.3,3.1,3.4,3.3,4.2,3,3.4,3.7,3.3,3,3.4,5.5,3.5
,,3,3.8,4.7,3.2,3.9,4.2,3.1,3.3,3.5,3.2,3.2,3.4,3,3.8,3.4,3.2,2.5,2.6,1.9,3,3.2,2.2,2.6,2.2,2,2.4,3.8,4.3,3.8,3.3,2.4,3.2,2,3.3,3.2,2.5,3.3,3.1,3.4,3.3,4.2,3,3.4,3.7,3.3,3,3.4,5.5,3.5
,ÇSÅ`ÇUåé,4,3.4,4.2,3.3,3.8,3.7,2.9,3.3,3.5,3.3,2.8,3.5,3.2,3.6,3.6,2.9,2.6,2.4,2.1,3.2,2.9,2.4,2.7,2.7,2.2,1.7,3.3,4.1,3.9,2.7,2.5,2.3,2.7,3,3,2.9,3,3,2.6,3.2,4.2,3,3.3,4.3,3.1,3.4,3.5,4.9,3.4
,,5,3.4,4.2,3.3,3.8,3.7,2.9,3.3,3.5,3.3,2.8,3.5,3.2,3.6,3.6,2.9,2.6,2.4,2.1,3.2,2.9,2.4,2.7,2.7,2.2,1.7,3.3,4.1,3.9,2.7,2.5,2.3,2.7,3,3,2.9,3,3,2.6,3.2,4.2,3,3.3,4.3,3.1,3.4,3.5,4.9,3.4
,,6,3.4,4.2,3.3,3.8,3.7,2.9,3.3,3.5,3.3,2.8,3.5,3.2,3.6,3.6,2.9,2.6,2.4,2.1,3.2,2.9,2.4,2.7,2.7,2.2,1.7,3.3,4.1,3.9,2.7,2.5,2.3,2.7,3,3,2.9,3,3,2.6,3.2,4.2,3,3.3,4.3,3.1,3.4,3.5,4.9,3.4
,ÇVÅ`ÇXåé,7,3.3,3.6,2.7,3.6,3.3,2.4,2.9,3,3.1,2.7,3.1,3.2,3.3,3.4,2.7,2.3,2.3,1.8,2.6,2.4,2.5,2.7,2.6,2.5,2.5,3.4,4.6,3.8,3.5,2.8,2.3,2.5,3.2,3,3,3,2.6,2.8,2.7,4.2,3.2,3.2,3.4,2.5,3.8,3.6,5.2,3.4
,,8,3.3,3.6,2.7,3.6,3.3,2.4,2.9,3,3.1,2.7,3.1,3.2,3.3,3.4,2.7,2.3,2.3,1.8,2.6,2.4,2.5,2.7,2.6,2.5,2.5,3.4,4.6,3.8,3.5,2.8,2.3,2.5,3.2,3,3,3,2.6,2.8,2.7,4.2,3.2,3.2,3.4,2.5,3.8,3.6,5.2,3.4
,,9,3.3,3.6,2.7,3.6,3.3,2.4,2.9,3,3.1,2.7,3.1,3.2,3.3,3.4,2.7,2.3,2.3,1.8,2.6,2.4,2.5,2.7,2.6,2.5,2.5,3.4,4.6,3.8,3.5,2.8,2.3,2.5,3.2,3,3,3,2.6,2.8,2.7,4.2,3.2,3.2,3.4,2.5,3.8,3.6,5.2,3.4
,10Å`12åé,10,3.4,3.9,2.6,3.6,3.4,2.3,2.9,3,2.7,2.8,2.9,2.8,3.7,2.8,2.8,2.3,2.1,1.8,2.7,2.6,2.1,2.6,2.6,2.1,2.4,2.9,3.6,3.5,3.3,2.2,2.3,2.6,2.8,2.9,2.8,2.7,2.9,2.5,2.7,3.8,3,2.8,2.8,2.9,2.7,3.3,4.7,3.1
,,11,3.4,3.9,2.6,3.6,3.4,2.3,2.9,3,2.7,2.8,2.9,2.8,3.7,2.8,2.8,2.3,2.1,1.8,2.7,2.6,2.1,2.6,2.6,2.1,2.4,2.9,3.6,3.5,3.3,2.2,2.3,2.6,2.8,2.9,2.8,2.7,2.9,2.5,2.7,3.8,3,2.8,2.8,2.9,2.7,3.3,4.7,3.1
,,12,3.4,3.9,2.6,3.6,3.4,2.3,2.9,3,2.7,2.8,2.9,2.8,3.7,2.8,2.8,2.3,2.1,1.8,2.7,2.6,2.1,2.6,2.6,2.1,2.4,2.9,3.6,3.5,3.3,2.2,2.3,2.6,2.8,2.9,2.8,2.7,2.9,2.5,2.7,3.8,3,2.8,2.8,2.9,2.7,3.3,4.7,3.1
2016îN,ÇPÅ`ÇRåé,1,3.7,4.5,3,3.7,3.9,2.8,3.1,3.1,2.8,2.9,3.2,2.9,3.5,3.2,3.2,2.5,2.5,2.1,2.6,2.9,2.3,2.7,2.7,2,2.2,3.4,3.9,3.5,3.1,2.5,3.5,2.3,3.1,3,2.4,3,2.9,3.1,3.3,3.5,2.6,2.8,3.2,2.6,2.3,2.6,4.3,3.2
,,2,3.7,4.5,3,3.7,3.9,2.8,3.1,3.1,2.8,2.9,3.2,2.9,3.5,3.2,3.2,2.5,2.5,2.1,2.6,2.9,2.3,2.7,2.7,2,2.2,3.4,3.9,3.5,3.1,2.5,3.5,2.3,3.1,3,2.4,3,2.9,3.1,3.3,3.5,2.6,2.8,3.2,2.6,2.3,2.6,4.3,3.2
,,3,3.7,4.5,3,3.7,3.9,2.8,3.1,3.1,2.8,2.9,3.2,2.9,3.5,3.2,3.2,2.5,2.5,2.1,2.6,2.9,2.3,2.7,2.7,2,2.2,3.4,3.9,3.5,3.1,2.5,3.5,2.3,3.1,3,2.4,3,2.9,3.1,3.3,3.5,2.6,2.8,3.2,2.6,2.3,2.6,4.3,3.2
,ÇSÅ`ÇUåé,4,3.4,3.8,2.8,3.4,3.3,2.6,3,3.1,3,2.6,3.4,3,3.5,3,2.9,2.4,2.3,1.8,2.7,2.7,2.2,2.6,2.3,1.9,2.6,3.2,4.5,3.7,3,1.8,2.3,1.9,2.8,2.9,2.7,3,3,2.5,3.8,3.5,2.4,3.2,3.8,2.9,2.2,2.9,5.3,3.3
,,5,3.4,3.8,2.8,3.4,3.3,2.6,3,3.1,3,2.6,3.4,3,3.5,3,2.9,2.4,2.3,1.8,2.7,2.7,2.2,2.6,2.3,1.9,2.6,3.2,4.5,3.7,3,1.8,2.3,1.9,2.8,2.9,2.7,3,3,2.5,3.8,3.5,2.4,3.2,3.8,2.9,2.2,2.9,5.3,3.3
,,6,3.4,3.8,2.8,3.4,3.3,2.6,3,3.1,3,2.6,3.4,3,3.5,3,2.9,2.4,2.3,1.8,2.7,2.7,2.2,2.6,2.3,1.9,2.6,3.2,4.5,3.7,3,1.8,2.3,1.9,2.8,2.9,2.7,3,3,2.5,3.8,3.5,2.4,3.2,3.8,2.9,2.2,2.9,5.3,3.3
,ÇVÅ`ÇXåé,7,3.9,3.2,2.2,3,2.7,2.2,2.5,2.6,2.6,2.3,3,3,2.7,3.4,2.6,2.1,2.1,2.3,2.3,2,2.1,2.5,2.1,2.1,2.6,3.1,4.1,3.4,3.3,2.4,2.3,1.7,2.7,2.7,2.5,3,2.4,2.6,3,3.6,2.3,2.9,3,2.1,2.5,2.9,4.1,3.1
,,8,3.9,3.2,2.2,3,2.7,2.2,2.5,2.6,2.6,2.3,3,3,2.7,3.4,2.6,2.1,2.1,2.3,2.3,2,2.1,2.5,2.1,2.1,2.6,3.1,4.1,3.4,3.3,2.4,2.3,1.7,2.7,2.7,2.5,3,2.4,2.6,3,3.6,2.3,2.9,3,2.1,2.5,2.9,4.1,3.1
,,9,3.9,3.2,2.2,3,2.7,2.2,2.5,2.6,2.6,2.3,3,3,2.7,3.4,2.6,2.1,2.1,2.3,2.3,2,2.1,2.5,2.1,2.1,2.6,3.1,4.1,3.4,3.3,2.4,2.3,1.7,2.7,2.7,2.5,3,2.4,2.6,3,3.6,2.3,2.9,3,2.1,2.5,2.9,4.1,3.1
,10Å`12åé,10,3.3,3.3,2,2.8,2.6,1.7,2.4,2.6,2.2,2.5,2.9,2.8,3.3,2.9,2.6,2.1,2,1.4,2.4,2.3,2,2.4,2.4,1.8,2.5,2.5,3.5,2.9,3,1.8,1.3,0.6,2.2,2.4,2.1,2.7,2.7,2.5,3,3.3,1.6,2.7,2.5,2.5,2,2.9,3.5,2.9
,,11,3.3,3.3,2,2.8,2.6,1.7,2.4,2.6,2.2,2.5,2.9,2.8,3.3,2.9,2.6,2.1,2,1.4,2.4,2.3,2,2.4,2.4,1.8,2.5,2.5,3.5,2.9,3,1.8,1.3,0.6,2.2,2.4,2.1,2.7,2.7,2.5,3,3.3,1.6,2.7,2.5,2.5,2,2.9,3.5,2.9
,,12,3.3,3.3,2,2.8,2.6,1.7,2.4,2.6,2.2,2.5,2.9,2.8,3.3,2.9,2.6,2.1,2,1.4,2.4,2.3,2,2.4,2.4,1.8,2.5,2.5,3.5,2.9,3,1.8,1.3,0.6,2.2,2.4,2.1,2.7,2.7,2.5,3,3.3,1.6,2.7,2.5,2.5,2,2.9,3.5,2.9
2017îN,ÇPÅ`ÇRåé,1,3.8,3.9,2.3,3.1,3.7,2.1,2.6,2.5,2.2,2.4,3,2.7,3,2.7,2.8,2.1,2.1,1.7,2.1,2.4,2.1,2.4,2.5,1.7,2.2,3.1,3.4,2.9,2.6,1.8,2.1,1.5,2.6,2.5,1.7,2.8,2.7,2.9,3,3.4,1.4,2.7,3.2,2.5,1.8,2.8,3.8,2.9
,,2,3.8,3.9,2.3,3.1,3.7,2.1,2.6,2.5,2.2,2.4,3,2.7,3,2.7,2.8,2.1,2.1,1.7,2.1,2.4,2.1,2.4,2.5,1.7,2.2,3.1,3.4,2.9,2.6,1.8,2.1,1.5,2.6,2.5,1.7,2.8,2.7,2.9,3,3.4,1.4,2.7,3.2,2.5,1.8,2.8,3.8,2.9
,,3,3.8,3.9,2.3,3.1,3.7,2.1,2.6,2.5,2.2,2.4,3,2.7,3,2.7,2.8,2.1,2.1,1.7,2.1,2.4,2.1,2.4,2.5,1.7,2.2,3.1,3.4,2.9,2.6,1.8,2.1,1.5,2.6,2.5,1.7,2.8,2.7,2.9,3,3.4,1.4,2.7,3.2,2.5,1.8,2.8,3.8,2.9
,ÇSÅ`ÇUåé,4,3.4,3.2,2.3,3,2.9,2,2.6,2.5,2.5,2,3.1,2.8,2.9,3.2,2.7,2.6,2,2.1,2.2,2.1,2.1,2.5,2.7,1.9,1.9,2.8,3.3,2.9,2.4,1.6,1.9,1.4,2.5,2.4,2.3,2.5,2.8,2.2,3.5,3.3,2.7,3.2,3.7,2.5,1.8,2.9,4,3
,,5,3.4,3.2,2.3,3,2.9,2,2.6,2.5,2.5,2,3.1,2.8,2.9,3.2,2.7,2.6,2,2.1,2.2,2.1,2.1,2.5,2.7,1.9,1.9,2.8,3.3,2.9,2.4,1.6,1.9,1.4,2.5,2.4,2.3,2.5,2.8,2.2,3.5,3.3,2.7,3.2,3.7,2.5,1.8,2.9,4,3
,,6,3.4,3.2,2.3,3,2.9,2,2.6,2.5,2.5,2,3.1,2.8,2.9,3.2,2.7,2.6,2,2.1,2.2,2.1,2.1,2.5,2.7,1.9,1.9,2.8,3.3,2.9,2.4,1.6,1.9,1.4,2.5,2.4,2.3,2.5,2.8,2.2,3.5,3.3,2.7,3.2,3.7,2.5,1.8,2.9,4,3
,ÇVÅ`ÇXåé,7,3.2,2.6,1.9,2.7,2.5,2,2.2,2.4,2.4,2.2,2.7,2.7,2.7,2.8,2.4,1.9,1.9,1.6,2.2,1.7,2,2.4,2.3,2.1,2.2,2.5,3.6,2.7,2.9,1.8,2,1.1,2.3,2.5,2.1,2.5,2.4,2.5,2.7,3.4,1.8,2.6,2.9,2.1,2.3,2.9,3.5,2.8
,,8,3.2,2.6,1.9,2.7,2.5,2,2.2,2.4,2.4,2.2,2.7,2.7,2.7,2.8,2.4,1.9,1.9,1.6,2.2,1.7,2,2.4,2.3,2.1,2.2,2.5,3.6,2.7,2.9,1.8,2,1.1,2.3,2.5,2.1,2.5,2.4,2.5,2.7,3.4,1.8,2.6,2.9,2.1,2.3,2.9,3.5,2.8
,,9,3.2,2.6,1.9,2.7,2.5,2,2.2,2.4,2.4,2.2,2.7,2.7,2.7,2.8,2.4,1.9,1.9,1.6,2.2,1.7,2,2.4,2.3,2.1,2.2,2.5,3.6,2.7,2.9,1.8,2,1.1,2.3,2.5,2.1,2.5,2.4,2.5,2.7,3.4,1.8,2.6,2.9,2.1,2.3,2.9,3.5,2.8
,10Å`12åé,10,2.9,2.8,1.5,2.5,2.6,1.6,2.1,2.3,1.9,2.2,2.6,2.4,2.9,2.2,2.3,1.9,1.6,1.4,2,1.8,1.6,2.1,2,1.5,1.8,2.3,3.1,2.4,2.2,1.6,1.3,0.6,2.1,2.2,2,2.5,2.4,2.2,2.5,3.1,2.3,2.2,2.4,2.4,1.9,2.8,3.6,2.6
,,11,2.9,2.8,1.5,2.5,2.6,1.6,2.1,2.3,1.9,2.2,2.6,2.4,2.9,2.2,2.3,1.9,1.6,1.4,2,1.8,1.6,2.1,2,1.5,1.8,2.3,3.1,2.4,2.2,1.6,1.3,0.6,2.1,2.2,2,2.5,2.4,2.2,2.5,3.1,2.3,2.2,2.4,2.4,1.9,2.8,3.6,2.6
,,12,2.9,2.8,1.5,2.5,2.6,1.6,2.1,2.3,1.9,2.2,2.6,2.4,2.9,2.2,2.3,1.9,1.6,1.4,2,1.8,1.6,2.1,2,1.5,1.8,2.3,3.1,2.4,2.2,1.6,1.3,0.6,2.1,2.2,2,2.5,2.4,2.2,2.5,3.1,2.3,2.2,2.4,2.4,1.9,2.8,3.6,2.6
2018îN,ÇPÅ`ÇRåé,1,3.1,3.4,1.8,2.8,3.3,2.2,2.4,2.2,1.9,2,2.7,2.3,2.7,2.3,2.4,2,1.5,1.4,1.8,1.9,1.5,2,1.7,1.3,1.7,2.8,3.1,2.6,2.3,2.1,1.7,0.6,2.4,2.3,1.4,2.2,2.2,2.3,2.8,3.1,2.1,2.2,2.9,2.2,1.6,2.3,3.6,2.5
,,2,3.1,3.4,1.8,2.8,3.3,2.2,2.4,2.2,1.9,2,2.7,2.3,2.7,2.3,2.4,2,1.5,1.4,1.8,1.9,1.5,2,1.7,1.3,1.7,2.8,3.1,2.6,2.3,2.1,1.7,0.6,2.4,2.3,1.4,2.2,2.2,2.3,2.8,3.1,2.1,2.2,2.9,2.2,1.6,2.3,3.6,2.5
,,3,3.1,3.4,1.8,2.8,3.3,2.2,2.4,2.2,1.9,2,2.7,2.3,2.7,2.3,2.4,2,1.5,1.4,1.8,1.9,1.5,2,1.7,1.3,1.7,2.8,3.1,2.6,2.3,2.1,1.7,0.6,2.4,2.3,1.4,2.2,2.2,2.3,2.8,3.1,2.1,2.2,2.9,2.2,1.6,2.3,3.6,2.5
,ÇSÅ`ÇUåé,4,3,2.6,2,2.7,2.5,1.7,2.3,2.3,2.2,1.8,2.7,2.3,2.9,2.6,2.1,1.7,1.5,1.4,1.9,1.7,1.5,2,1.6,1.1,2.2,2.6,2.8,2.5,2.4,1.9,1.9,1.6,2.2,2.4,1.8,1.9,2.4,1.6,2.7,2.8,2,2.4,3.3,2.3,1.3,2.4,3.6,2.5
,,5,3,2.6,2,2.7,2.5,1.7,2.3,2.3,2.2,1.8,2.7,2.3,2.9,2.6,2.1,1.7,1.5,1.4,1.9,1.7,1.5,2,1.6,1.1,2.2,2.6,2.8,2.5,2.4,1.9,1.9,1.6,2.2,2.4,1.8,1.9,2.4,1.6,2.7,2.8,2,2.4,3.3,2.3,1.3,2.4,3.6,2.5
,,6,3,2.6,2,2.7,2.5,1.7,2.3,2.3,2.2,1.8,2.7,2.3,2.9,2.6,2.1,1.7,1.5,1.4,1.9,1.7,1.5,2,1.6,1.1,2.2,2.6,2.8,2.5,2.4,1.9,1.9,1.6,2.2,2.4,1.8,1.9,2.4,1.6,2.7,2.8,2,2.4,3.3,2.3,1.3,2.4,3.6,2.5
,ÇVÅ`ÇXåé,7,2.8,2.5,1.7,2.6,2.1,1.7,2,2.1,2.1,1.9,2.3,2.4,2.4,2.3,1.9,1.6,1.4,1.6,1.5,1.4,1.4,1.9,1.8,1.3,2.3,2.5,3.4,2.6,2.7,1.9,1.9,1.9,2.2,2.4,1.9,2.2,2,1.7,1.9,2.9,0.9,2.2,2.6,1.8,1.4,2.5,3.3,2.5
,,8,2.8,2.5,1.7,2.6,2.1,1.7,2,2.1,2.1,1.9,2.3,2.4,2.4,2.3,1.9,1.6,1.4,1.6,1.5,1.4,1.4,1.9,1.8,1.3,2.3,2.5,3.4,2.6,2.7,1.9,1.9,1.9,2.2,2.4,1.9,2.2,2,1.7,1.9,2.9,0.9,2.2,2.6,1.8,1.4,2.5,3.3,2.5
,,9,2.8,2.5,1.7,2.6,2.1,1.7,2,2.1,2.1,1.9,2.3,2.4,2.4,2.3,1.9,1.6,1.4,1.6,1.5,1.4,1.4,1.9,1.8,1.3,2.3,2.5,3.4,2.6,2.7,1.9,1.9,1.9,2.2,2.4,1.9,2.2,2,1.7,1.9,2.9,0.9,2.2,2.6,1.8,1.4,2.5,3.3,2.5
,10Å`12åé,10,2.8,2.5,1.6,2.5,2.4,1.4,2,2.2,1.9,2.2,2.2,2.1,2.3,2.1,2,1.7,1.5,1.2,2.2,1.8,1,1.8,1.8,1,1.8,2.3,3.6,2.5,2.4,1.7,2.3,1.7,2.3,2.4,2,1.4,2,1.3,1.4,2.8,1.8,1.9,2.2,2.2,0.9,2.6,3.1,2.4
,,11,2.8,2.5,1.6,2.5,2.4,1.4,2,2.2,1.9,2.2,2.2,2.1,2.3,2.1,2,1.7,1.5,1.2,2.2,1.8,1,1.8,1.8,1,1.8,2.3,3.6,2.5,2.4,1.7,2.3,1.7,2.3,2.4,2,1.4,2,1.3,1.4,2.8,1.8,1.9,2.2,2.2,0.9,2.6,3.1,2.4
,,12,2.8,2.5,1.6,2.5,2.4,1.4,2,2.2,1.9,2.2,2.2,2.1,2.3,2.1,2,1.7,1.5,1.2,2.2,1.8,1,1.8,1.8,1,1.8,2.3,3.6,2.5,2.4,1.7,2.3,1.7,2.3,2.4,2,1.4,2,1.3,1.4,2.8,1.8,1.9,2.2,2.2,0.9,2.6,3.1,2.4
2019îN,ÇPÅ`ÇRåé,1,2.8,3,2.1,2.7,3.5,1.9,2.3,2.4,2.1,2.3,2.4,2.1,2.3,2.3,2.2,1.8,1.6,1.2,1.8,2.1,1.2,1.8,1.6,0.9,1.8,2.9,3,2.5,1.7,2.1,2.4,2.2,2.7,2.5,1.6,1.9,2,1.9,1.7,2.9,2,2,2.8,2,1.4,2.3,2.5,2.4
,,2,2.8,3,2.1,2.7,3.5,1.9,2.3,2.4,2.1,2.3,2.4,2.1,2.3,2.3,2.2,1.8,1.6,1.2,1.8,2.1,1.2,1.8,1.6,0.9,1.8,2.9,3,2.5,1.7,2.1,2.4,2.2,2.7,2.5,1.6,1.9,2,1.9,1.7,2.9,2,2,2.8,2,1.4,2.3,2.5,2.4
,,3,2.8,3,2.1,2.7,3.5,1.9,2.3,2.4,2.1,2.3,2.4,2.1,2.3,2.3,2.2,1.8,1.6,1.2,1.8,2.1,1.2,1.8,1.6,0.9,1.8,2.9,3,2.5,1.7,2.1,2.4,2.2,2.7,2.5,1.6,1.9,2,1.9,1.7,2.9,2,2,2.8,2,1.4,2.3,2.5,2.4
,ÇSÅ`ÇUåé,4,3,2.5,2,2.4,2.5,1.7,2.1,2.6,2.5,2.4,2.5,2.2,2.4,2.3,2.1,1.7,1.8,1.4,2.4,2.1,1.4,2,1.9,1.1,2.2,2.4,3,2.5,2.1,1.7,2.2,1.9,2.3,2.4,2,1.9,2.2,1.4,2.2,2.7,2.2,2.4,3.3,2.3,1.4,2.3,2.7,2.4
,,5,3,2.5,2,2.4,2.5,1.7,2.1,2.6,2.5,2.4,2.5,2.2,2.4,2.3,2.1,1.7,1.8,1.4,2.4,2.1,1.4,2,1.9,1.1,2.2,2.4,3,2.5,2.1,1.7,2.2,1.9,2.3,2.4,2,1.9,2.2,1.4,2.2,2.7,2.2,2.4,3.3,2.3,1.4,2.3,2.7,2.4
,,6,3,2.5,2,2.4,2.5,1.7,2.1,2.6,2.5,2.4,2.5,2.2,2.4,2.3,2.1,1.7,1.8,1.4,2.4,2.1,1.4,2,1.9,1.1,2.2,2.4,3,2.5,2.1,1.7,2.2,1.9,2.3,2.4,2,1.9,2.2,1.4,2.2,2.7,2.2,2.4,3.3,2.3,1.4,2.3,2.7,2.4
,ÇVÅ`ÇXåé,7,2.1,2.3,2,2.5,2.5,1.8,2,2.3,2.3,2.3,2.2,2.2,2.2,2.1,1.9,1.4,1.6,1.4,2,1.6,1.5,2.1,1.9,1.5,1.8,2.2,2.9,2.2,2.4,1.6,1.9,1.6,2.3,2.3,1.8,2.2,2,1.7,1.9,2.9,1.7,2.2,2.6,1.5,2,2.7,2.9,2.3
,,8,2.1,2.3,2,2.5,2.5,1.8,2,2.3,2.3,2.3,2.2,2.2,2.2,2.1,1.9,1.4,1.6,1.4,2,1.6,1.5,2.1,1.9,1.5,1.8,2.2,2.9,2.2,2.4,1.6,1.9,1.6,2.3,2.3,1.8,2.2,2,1.7,1.9,2.9,1.7,2.2,2.6,1.5,2,2.7,2.9,2.3
